source,member_name,member_kind,edge_type,target,source_url,edge_discriminator,target_resolution,source_in_core_projection,target_in_core_projection,signature_verification_state,semantic_validation_state,fingerprint_relevance_state,classification,rationale,candidate_domain,candidate_relationship,recommended_follow_up,community_used_as_archetype
Autodesk.Revit.DB.Element,ParametersMap,property,HAS_PARAMETER,Autodesk.Revit.DB.ParameterMap,https://www.revitapidocs.com/2025/82c45482-a018-32e4-d8e5-9751e10ffeb9.htm,https://www.revitapidocs.com/2025/82c45482-a018-32e4-d8e5-9751e10ffeb9.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Element,WorksetId,property,OWNED_BY_WORKSET,Autodesk.Revit.DB.Workset,https://www.revitapidocs.com/2025/4b45250a-7a07-a89a-0f63-cf8d142a7b93.htm,https://www.revitapidocs.com/2025/4b45250a-7a07-a89a-0f63-cf8d142a7b93.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.ElementNode,Document,property,REFERENCES,Autodesk.Revit.DB.Document,https://www.revitapidocs.com/2025/140d8019-121f-927e-6388-c3db5d767956.htm,https://www.revitapidocs.com/2025/140d8019-121f-927e-6388-c3db5d767956.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.ElementRecord,GetDesignOptionId,method,ASSIGNED_TO_DESIGN_OPTION,Autodesk.Revit.DB.DesignOption,https://www.revitapidocs.com/2025/5bbbca1e-5577-1ce0-6d74-01809d084d21.htm,https://www.revitapidocs.com/2025/5bbbca1e-5577-1ce0-6d74-01809d084d21.htm,exact,no,yes,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.ElementRecord,WorksetId,property,OWNED_BY_WORKSET,Autodesk.Revit.DB.Workset,https://www.revitapidocs.com/2025/94731dcf-8f9a-15ba-d956-074ab95ad942.htm,https://www.revitapidocs.com/2025/94731dcf-8f9a-15ba-d956-074ab95ad942.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.ExternalDefinition,OwnerGroup,property,MEMBER_OF_GROUP,Autodesk.Revit.DB.DefinitionGroup,https://www.revitapidocs.com/2025/4ec35eb2-c09f-deee-7b2d-9f87c24e5f2c.htm,https://www.revitapidocs.com/2025/4ec35eb2-c09f-deee-7b2d-9f87c24e5f2c.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.FabricationPart,ConnectorManager,property,REFERENCES,Autodesk.Revit.DB.ConnectorManager,https://www.revitapidocs.com/2025/797ddd82-8847-e4ae-cc7e-879e0708d757.htm,https://www.revitapidocs.com/2025/797ddd82-8847-e4ae-cc7e-879e0708d757.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.FabricationPart,GetHostedInfo,method,HOSTED_BY,Autodesk.Revit.DB.FabricationHostedInfo,https://www.revitapidocs.com/2025/e11c4774-dc2e-0b85-5511-503d8aabf764.htm,https://www.revitapidocs.com/2025/e11c4774-dc2e-0b85-5511-503d8aabf764.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.FailuresAccessor,GetDocument,method,REFERENCES,Autodesk.Revit.DB.Document,https://www.revitapidocs.com/2025/f19901b5-9cba-bdbb-10a6-4ced16d2605f.htm,https://www.revitapidocs.com/2025/f19901b5-9cba-bdbb-10a6-4ced16d2605f.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.GeometryInstance,GetDocument,method,REFERENCES,Autodesk.Revit.DB.Document,https://www.revitapidocs.com/2025/090ee075-cff2-fd8d-5a1a-6c79a7c50a4b.htm,https://www.revitapidocs.com/2025/090ee075-cff2-fd8d-5a1a-6c79a7c50a4b.htm,exact,no,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.GeometryObject,GraphicsStyleId,property,REFERENCES,Autodesk.Revit.DB.GraphicsStyle,https://www.revitapidocs.com/2025/4103f148-957e-3f44-9ccd-a5ed6702c689.htm,https://www.revitapidocs.com/2025/4103f148-957e-3f44-9ccd-a5ed6702c689.htm,exact,no,yes,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
Autodesk.Revit.DB.Group,Location,property,REFERENCES,Autodesk.Revit.DB.Location,https://www.revitapidocs.com/2025/446dcaea-8792-b703-e0c2-e9e30cbadfd3.htm,https://www.revitapidocs.com/2025/446dcaea-8792-b703-e0c2-e9e30cbadfd3.htm,exact,yes,no,signature_verified_declared,not_validated,possibly_relevant,relevant_but_outside_current_semantic_node_set,Excluded from current projection by semantic node filter; signature evidence is not treated as semantic validation. Source URL/edge discriminator preserves overloaded graph-edge identity.,future_domain_candidate,supporting topology,Keep as research backlog; do not implement in this PR.,no
